Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Lesotho,88.18461538,89.4145098,88.18494983,83.78125,81.71428571,79.28622449,55.35432099,46.04016064,46.4354067,42.17105263,43.32403259,27.9440585,43.00546624,49.5274673,39.39395122,36.50886076,30.75327103,37.58447353,30.33334771,34.25599673,22.4361202,24.34776903,16.66435594,16.25862857,15.21385074,16.02978041,15.83660867,14.25374758,14.001639,12.6246288,12.16164968,7.324999864,9.077085406,8.330235572,8.262433407,8.780632296,7.689283279,7.003196532,8.322992802,8.784630254,7.827134815,8.298870587,6.395312833,6.346886124,5.984006756,5.671130405,4.842764809,5.284879346,5.538015811,6.039734637,5.094705614,5.130735076,4.989084955,5.774814936,5.621144991,4.969513764,5.89133751,6.117689723,5.997444236
Mauritania,45.99719197,40.6112309,39.70602959,40.13076048,32.59136833,30.20927252,30.27719748,30.43768299,28.92039965,24.41223529,27.51040565,26.35602265,25.88084008,34.96000494,31.22905903,26.65009177,25.51037781,26.60066653,28.48161746,26.42600884,28.52096461,29.34532763,30.01441907,30.16523086,25.55787996,20.0212669,23.84325591,28.98863364,29.26040656,28.83938319,26.5546478,34.69066311,34.6346661,34.75808111,33.89818481,34.13531737,32.99971718,30.38942639,31.47495966,33.82822809,34.36617943,33.59088589,32.77899601,34.43928959,32.62519064,28.17206637,21.41657683,23.61854757,23.43875136,24.11179392,20.29326604,17.09226338,17.93135893,17.99607499,21.9065478,24.6901665,24.08613771,23.87847248,25.91942552
Malawi,48.36769759,48.59663192,48.62385321,49.2296405,48.09489576,47.95607077,45.91397849,44.0122825,42.38864415,41.71557562,40.9748038,41.2055336,42.51920123,38.92857143,38.65655471,34.7744006,37.04248366,39.25824176,36.83027351,49.0929092,39.22981793,35.95085281,37.22922286,38.18840906,37.65749898,38.13421256,38.78058922,43.06836707,43.42965426,40.54468439,38.48260597,39.64781066,34.93256277,44.78280462,22.34120948,26.86427914,31.41790374,30.31048807,32.19048749,34.40007686,35.66084815,35.28267377,38.81840596,36.2226653,34.71394761,32.91457648,30.86732465,27.51127902,29.97580655,30.42900297,29.61487225,28.77238042,28.28892624,28.67364219,28.70269876,27.48122386,25.92704341,26.09692424,26.09692424
Malaysia,43.71593249,45.38215218,42.96866166,35.12365305,33.27378405,31.00663757,31.54123558,31.59812334,31.33851103,33.13687912,32.58028405,28.42619066,28.26248101,28.93644715,32.46534036,30.71694161,29.40182553,28.21446135,26.38947421,24.87528584,23.02726814,21.82103241,21.50166073,20.22308855,20.34569441,20.28147851,20.18450261,19.96053524,20.07145177,18.08178043,15.21653328,14.35570291,14.57241077,13.78735612,13.66103724,12.94943656,11.68043447,11.10133253,13.31224426,10.84238805,8.599021888,8.010970591,8.985081404,9.306085216,9.271002093,8.262291704,8.609982841,9.98677368,9.968582335,9.219100044,10.08991593,11.45335312,9.793750746,9.113363845,8.873209013,8.287501243,8.462524546,8.61110139,7.536799008
Niger,75.32407003,73.88716501,75.99760963,72.94795443,74.3240386,67.70391961,66.87473439,70.70632571,69.16820718,66.41938091,64.87511187,65.46078092,62.46013645,60.27145111,63.79496479,50.31146282,47.02771859,51.78719519,52.68034939,48.68450092,43.05660591,45.65180487,44.29864469,41.58055549,35.7713392,36.7428931,34.72853994,35.210848,35.35041061,34.07162501,35.25318448,39.16308055,38.75356808,38.47354907,40.79962981,40.18960344,38.93400144,38.86856863,42.62248374,40.72911408,37.83973758,40.00701262,39.56901111,39.64724409,20.11638145,24.72846723,42.88051738,40.96804213,43.39877595,39.38968974,40.89784251,38.31153694,38.08173385,35.80097605,36.70579346,36.33233588,38.78420862,39.65242827,39.20446939
Pakistan,43.68091153,42.38653796,40.75796612,39.61238858,38.88089713,37.24797478,34.33136378,35.34050071,36.32446407,34.14740875,33.43316356,32.15877344,33.17547813,32.75910956,32.3350954,29.86923822,29.03272101,29.36132889,28.66301316,27.75217938,26.50600411,27.46229388,28.44776694,27.27320143,24.89268882,25.69060756,25.03245551,23.63405512,23.15702464,23.91701006,23.0622831,22.9295266,23.42956047,22.34094825,22.92762045,23.42187937,23.19579581,24.48425079,25.30313827,25.16928551,24.13962899,22.45438283,21.74637868,21.726671,20.64948995,20.21966275,21.60797745,21.80047244,22.50026603,22.71733001,23.28158964,25.12918271,23.71024867,23.83211646,23.74454012,23.81706316,23.21519879,22.92586789,22.85166752
Peru,19.05451824,19.15635254,18.16816283,17.08367166,16.50746863,16.07628123,16.15678714,16.83248019,16.70975155,16.00105363,16.71561985,15.96055655,15.02058831,14.87420686,14.61005359,14.83788831,13.9689829,27.94337556,11.65864721,9.774950136,9.774950136,9.774950136,9.774950136,9.774950136,9.774950136,9.774950136,9.774950136,9.774950136,9.774950136,9.774950136,9.774950136,7.86239612,7.818050407,8.291640497,8.41558547,8.038216243,8.504048493,8.048158549,8.378335158,8.264501734,8.069374917,7.893626696,7.523963236,7.312919344,6.934433062,6.854264623,6.60348433,6.705808385,7.160941146,7.403906656,6.827997236,7.100110137,6.725234241,6.668310165,6.804247414,7.04564406,6.935034617,6.77975956,6.891732087
Philippines,26.94057691,26.77652044,26.85774982,27.41204481,26.53383886,27.15214219,27.14044537,27.36834225,29.20060332,29.9195451,29.52209791,30.30767293,29.45155564,30.55796133,31.05564167,30.33997221,29.26869532,28.71826251,28.21541534,27.44406111,25.11559022,24.89097857,23.34816207,22.3652517,24.75285091,24.57740482,23.9464794,24.00932094,22.96285452,22.69278314,21.90381504,20.98282788,21.820875,21.60429229,22.00365992,21.6268414,20.61782145,18.87233218,14.75983528,15.2111204,13.96678166,13.20227217,13.14558688,12.70429545,13.30543649,12.66480319,12.36913484,12.49673576,13.24346014,13.08068262,12.3143278,12.7211609,11.83370589,11.25246645,11.33098427,10.2601852,9.655243645,9.663522591,9.284349861
Papua New Guinea,49.70123,49.03934126,47.38421955,44.03409091,42.55319149,41.58802473,41.33486107,41.96246401,42.89011014,41.81228842,37.17903588,34.48549068,32.38043469,28.20596917,27.99570576,29.70183345,31.70365691,32.98421255,36.02722138,33.86009838,33.11865816,33.39280276,32.426252,32.67678413,37.36757042,33.76511143,32.18909147,29.86371194,29.14734551,28.11504744,28.9740589,25.97903262,24.47312337,27.56672351,32.36352458,33.81277544,31.64525292,35.03305271,33.69214209,34.25726649,33.96639208,34.41128094,37.99064819,38.34858793,35.96866281,20.40323713,20.40323713,19.60859068,20.17487218,21.64346769,19.60838721,19.19971144,19.27395069,19.26001933,17.69194425,17.45693019,17.86634044,17.64956892,17.64956892
Sudan,51.42784294,51.50305308,49.88108108,44.84590861,41.82871328,41.94124653,35.1325208,34.85795962,32.54022595,34.50956008,38.1649118,38.81777108,38.53805228,39.84134391,39.6010156,35.81040848,34.3776865,35.60431985,34.74349782,32.1293144,29.91353694,33.37992313,34.10533911,31.19111709,28.60645418,31.46633272,34.51774638,31.61163175,39.37287887,37.36901382,39.01958906,40.1843516,38.54295443,39.90006845,34.53070431,37.28028116,42.38485196,45.04224916,44.3945906,43.26549942,40.68217391,41.24523701,40.25748449,36.61714529,32.21098703,30.59881765,28.11853395,25.17637861,24.50800419,24.67041159,23.31053838,24.35917039,33.14337531,33.7625756,31.85123541,31.41855828,31.19998686,30.45323833,31.46866064
Senegal,22.11360101,22.48780215,21.40886224,22.1202708,22.5324316,23.72721059,24.25433879,22.21161059,24.17999492,21.90931443,22.52420663,19.60948882,23.04571956,21.14203895,22.30618565,28.27915253,28.25756643,25.63627239,19.75172956,22.43569058,17.88421559,19.98463081,20.5257674,16.43354717,17.80661849,20.62501278,21.258202,21.83984404,18.62700591,20.58137608,17.90867016,18.11393073,16.63914449,18.65237552,17.27933323,18.93841454,17.81111089,17.64358596,17.29878294,16.69880239,16.86102992,16.34434062,13.61900679,15.11242183,13.70323468,14.61155667,12.93743471,11.97996997,14.54474515,15.9421075,15.83761647,12.88347419,13.96835532,13.69093736,13.36879795,14.28245168,14.4149813,16.03819599,16.56229004
Singapore,3.703532029,3.511769983,3.589926067,3.250266999,3.331871986,3.070116638,3.271362174,3.044935223,3.04967464,2.81227245,2.564931199,2.584452878,2.212639871,2.286544307,2.01069252,2.155338816,2.043536798,1.991659125,1.665448755,1.549107903,1.509493769,1.463165525,1.343389874,1.178464449,1.069963384,0.9211312,0.716998388,0.550609776,0.416976248,0.355904972,0.323439581,0.250054747,0.197361758,0.172788647,0.173159173,0.144861979,0.150025188,0.132916825,0.111378367,0.111245962,0.092131733,0.082356656,0.0710328,0.061134072,0.05564899,0.055048114,0.048865424,0.042867997,0.041432188,0.040687761,0.036179572,0.034664521,0.033326961,0.034427182,0.034590983,0.032613514,0.030927722,0.026107118,0.024858782
Somalia,64.44533551,64.16365413,64.94705891,64.03267113,64.51359142,63.43845254,61.86902002,59.63529527,54.62890625,53.74677225,52.70569614,50.47241743,54.60605616,53.88867883,38.25168365,48.74403422,51.01340572,55.93023079,54.9810896,51.06689823,64.36218924,62.77097454,62.96166797,60.83520917,65.13270498,63.6252183,58.64134703,61.36958758,66.70764687,60.75999647,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519,62.74456519
Suriname,9.533366784,9.285051068,8.78174774,8.773322747,9.040178571,9.211806682,8.247964276,7.816039873,7.851667703,6.91315232,6.475081848,6.511627907,6.699791633,6.319045515,7.087959009,6.240601504,7.082096934,7.178487919,6.233854521,7.412140575,7.735849057,7.874015748,7.868852459,7.187323147,7.75462963,8.190148912,9.315375982,10.40816327,10.07751938,8.993733874,8.084449022,8.814996653,11.15505026,18.87776101,16.32197791,13.98638459,14.78348474,11.70173436,8.387271009,8.446622322,9.539245695,9.0948679,6.704774505,6.479723876,5.224880586,4.9193713,10.18595615,10.35851631,9.13590431,10.04888137,9.697323439,8.933019651,8.567603748,8.68617867,9.384757719,9.286543987,9.878296146,12.56854382,8.997611584
Eswatini,31.53075845,30.26073036,34.75005868,38.79587936,36.84177642,33.06772908,35.70127505,27.52808989,23.15789474,29.08366534,30.08739076,33.50409836,35.90425532,29.87012987,27.72828508,24.85928705,25.73839662,26.096823,31.39770425,28.53848371,19.51716377,19.28528648,16.41254069,13.93243898,17.77930089,16.9470405,18.97106109,14.17640629,13.8117333,13.04847286,8.871486638,9.83193216,7.719655179,8.870007934,11.42108289,10.07948034,11.98418778,10.8705419,11.0243645,11.11877168,12.31597561,12.09922048,12.5025435,12.38526317,9.659472387,10.97175652,11.18421591,10.75417547,9.999454145,9.250385404,10.15621244,9.719884854,10.20307297,10.11543445,9.235634116,9.321798364,8.902101684,8.342972804,8.59027408
Chad,39.72056156,38.73780358,38.47377093,38.02698412,36.59102185,35.84345212,36.55659189,39.90451336,39.52585953,38.38828074,37.10182065,37.21607418,37.81441264,36.47700534,36.69999296,36.95940766,35.77668341,35.49881018,36.09220788,41.26637935,45.73216456,40.27144942,39.97238784,38.88463485,32.57154094,37.04545517,31.67462438,31.77961509,35.19049028,30.16602853,27.8887351,35.50774911,34.32443894,31.37189478,37.21826977,35.05869459,37.54791875,38.34466366,39.00494665,38.06880108,40.70509403,40.2954383,37.9029524,32.28602338,22.89717623,53.81412435,55.77192044,54.67325498,54.5898348,46.54939263,51.94562302,51.19620013,54.89981381,50.04519248,50.64757656,50.3955823,46.12580311,48.61308641,44.93848264
East Asia & Pacific (IDA & IBRD countries),24.67554886,35.80297654,38.43204411,38.88741453,37.0696343,36.64947293,36.41178196,38.53120129,40.17934663,36.6527233,34.09643586,32.85812148,31.81691961,32.43526501,32.98715226,31.60146136,31.86417795,28.75777806,27.5185184,30.05313767,28.92266007,30.24569628,31.33050876,30.52914295,29.63605799,26.88983515,25.8451392,25.54855504,24.83069844,24.1132946,25.23062798,23.02979008,20.81831747,18.85260902,18.94052018,19.01024134,18.68544334,17.40929045,16.95678828,16.09362005,14.8242752,14.23817776,13.74342286,12.89583784,13.24282362,12.00859083,11.18860978,10.99091903,11.05749703,10.63498735,10.28161537,10.21753723,10.04818508,9.836125504,9.545912064,9.233826394,8.945932936,8.446717157,8.052060443
Togo,54.88213371,55.1612753,53.39504558,51.85181137,48.89430678,44.66232181,43.87946262,44.21052691,44.57429659,42.95982381,33.7607201,31.68568949,30.73284873,32.00883615,24.61082381,26.6061986,32.29729807,35.44502501,24.08602163,25.35583162,27.48854606,28.1835632,26.96296705,34.47566818,33.46080359,33.66423191,34.75775806,33.48428232,33.57475517,32.22346085,33.75411482,32.82417093,35.26324642,44.143647,34.92287991,37.76285037,40.83710311,42.19238597,34.96374082,36.93322318,30.56164478,33.92963181,33.1543868,28.3790964,31.11188892,36.55005838,33.64337311,29.13972393,38.90206949,30.9296085,28.74011186,29.87507362,42.52391813,37.51484194,25.68357365,24.37400299,24.12673293,23.61714306,23.41866647
Thailand,36.44438043,35.83823047,34.00270049,33.06552313,30.63419929,31.92324563,33.40020742,29.24377633,28.682927,28.68471764,25.9158756,23.92438082,25.33803682,27.69022923,27.00573136,26.87108478,26.69552647,24.78309776,24.49815527,23.9935595,23.23987777,21.35710076,18.54844952,20.06017393,17.57385642,15.80937021,15.6641499,15.73343752,16.1780589,15.07529261,12.49962783,12.6498266,12.29733574,8.027850375,8.629038598,9.082752811,9.065074521,9.066834186,10.26244699,8.895823038,8.502900397,8.582504851,8.696025949,9.44456985,9.294173322,9.198074335,9.406123689,9.350609229,10.07543887,9.790233755,10.52516753,11.5946519,11.50702522,11.32486762,10.09162981,8.8754771,8.450686516,8.326361187,8.11678814
Turkey,54.91923642,51.73852573,52.80199253,53.32618026,50.49701789,46.14670381,47.20252167,44.53125,41.58730159,40.86757991,39.08396947,37.36082474,34.31338637,33.95604396,36.00242033,35.37077257,32.51943635,31.43993184,31.8035274,27.90756272,26.14614002,24.16276421,22.3537485,20.91501388,21.2014311,19.69055862,19.51260099,17.81847089,17.25895631,16.5859815,17.47622883,15.24707558,14.98366515,15.41601856,15.46283477,15.69320308,16.85455609,14.46115269,12.45928746,10.47831065,10.081498,8.853831237,10.26876552,9.882144402,9.421651772,9.254761134,8.161853049,7.51846095,7.484180565,8.12999767,9.02606664,8.235213289,7.752758768,6.725324598,6.589728221,6.903473809,6.183746426,6.082121487,5.817503191
Uganda,49.87486061,49.92284207,49.18082538,47.51292127,47.24339811,49.06616018,48.0332829,45.83876104,44.42645074,45.36959387,51.02812048,54.0452435,54.49765258,58.59657782,60.48770547,70.6159352,71.87104156,73.28725962,73.65537312,65.21779783,71.76304224,58.32647873,50.24110218,53.05758072,49.7566803,48.37571787,53.09797344,54.75449753,54.2743959,54.37622776,53.2829074,49.37254064,48.20294349,48.28488218,46.16984867,45.29538761,41.03720152,38.11995975,38.25104851,34.78597875,27.50910688,27.85024148,23.433428,24.50702258,21.67035264,25.07493613,24.03493298,22.27811368,21.38459856,26.14617558,26.23553733,25.06252981,26.08152859,25.47995235,25.0743798,23.9815828,23.65434519,24.58067698,24.20746636
South Africa,10.66346332,11.00965759,10.57660626,10.38478681,9.001349528,8.757411067,9.053824363,9.968499136,8.37484726,7.817453696,6.757373062,7.336863096,7.211597028,6.866699459,8.236705318,7.269566451,6.384115115,6.625364225,6.293826735,5.58519953,5.836479544,6.045897617,5.259943866,4.106171065,4.434550936,4.775357696,4.570643403,5.148636734,5.319321012,4.901704104,4.207097009,4.170112054,3.512690144,3.830397098,4.214955475,3.537162821,3.860002427,3.692557569,3.448135515,3.237963805,2.994745986,3.216383213,3.384390416,3.052348605,2.763467723,2.389623573,2.331412417,2.643372701,2.859484952,2.713427607,2.387372914,2.285472538,2.169477737,2.097756311,2.174706761,2.088751184,2.22405748,2.361236373,2.176019651
Zambia,11.46062913,12.76159212,12.34542457,13.01928046,11.98093941,14.31398417,13.44632768,12.84461153,11.38688729,9.665697674,10.65195273,13.04090101,12.87476636,11.30911152,10.64545406,13.11099796,14.19878296,16.39146194,16.12831564,14.9300857,13.98354877,15.62517932,13.46201986,14.19927294,14.5447171,13.08276418,12.17137744,10.88388054,16.40171301,19.14075808,18.20257632,15.81402977,21.26754851,30.47873046,11.8265026,14.0893721,13.29824478,13.98254848,15.86841123,18.18997166,16.14977346,15.52748224,15.36142994,15.61709962,15.58094288,14.58855137,13.20627106,12.10559624,11.45399975,11.55278363,9.420989776,9.647775853,9.321531002,8.226563713,6.779609272,4.98082954,6.228470416,4.024295808,2.576212813
